"variant","count","total","collection_date","collection_date_num","prop"
"Omicron (BA.2.76)",0,3268,2021-05-17,18764,0
"Omicron (BA.2.76)",0,2176,2021-05-24,18771,0
"Omicron (BA.2.76)",0,2390,2021-05-31,18778,0
"Omicron (BA.2.76)",0,1923,2021-06-07,18785,0
"Omicron (BA.2.76)",0,1981,2021-06-14,18792,0
"Omicron (BA.2.76)",0,1944,2021-06-21,18799,0
"Omicron (BA.2.76)",0,2024,2021-06-28,18806,0
"Omicron (BA.2.76)",0,2011,2021-07-05,18813,0
"Omicron (BA.2.76)",0,2028,2021-07-12,18820,0
"Omicron (BA.2.76)",0,1984,2021-07-19,18827,0
"Omicron (BA.2.76)",0,1477,2021-07-26,18834,0
"Omicron (BA.2.76)",0,2169,2021-08-02,18841,0
"Omicron (BA.2.76)",0,1594,2021-08-09,18848,0
"Omicron (BA.2.76)",0,1694,2021-08-16,18855,0
"Omicron (BA.2.76)",0,2665,2021-08-23,18862,0
"Omicron (BA.2.76)",0,2897,2021-08-30,18869,0
"Omicron (BA.2.76)",0,2567,2021-09-06,18876,0
"Omicron (BA.2.76)",0,2214,2021-09-13,18883,0
"Omicron (BA.2.76)",0,2005,2021-09-20,18890,0
"Omicron (BA.2.76)",0,2155,2021-09-27,18897,0
"Omicron (BA.2.76)",0,2622,2021-10-04,18904,0
"Omicron (BA.2.76)",0,2281,2021-10-11,18911,0
"Omicron (BA.2.76)",0,2052,2021-10-18,18918,0
"Omicron (BA.2.76)",0,2043,2021-10-25,18925,0
"Omicron (BA.2.76)",0,2203,2021-11-01,18932,0
"Omicron (BA.2.76)",0,1882,2021-11-08,18939,0
"Omicron (BA.2.76)",0,1709,2021-11-15,18946,0
"Omicron (BA.2.76)",0,2319,2021-11-22,18953,0
"Omicron (BA.2.76)",0,2668,2021-11-29,18960,0
"Omicron (BA.2.76)",0,2588,2021-12-06,18967,0
"Omicron (BA.2.76)",0,2596,2021-12-13,18974,0
"Omicron (BA.2.76)",0,5353,2021-12-20,18981,0
"Omicron (BA.2.76)",0,8949,2021-12-27,18988,0
"Omicron (BA.2.76)",1,7904,2022-01-03,18995,0.000126518218623482
"Omicron (BA.2.76)",0,5530,2022-01-10,19002,0
"Omicron (BA.2.76)",0,7416,2022-01-17,19009,0
"Omicron (BA.2.76)",0,3611,2022-01-24,19016,0
"Omicron (BA.2.76)",1,7343,2022-01-31,19023,0.000136184120931499
"Omicron (BA.2.76)",2,5359,2022-02-07,19030,0.000373203955961933
"Omicron (BA.2.76)",0,3478,2022-02-14,19037,0
"Omicron (BA.2.76)",0,1970,2022-02-21,19044,0
"Omicron (BA.2.76)",0,1300,2022-02-28,19051,0
"Omicron (BA.2.76)",0,691,2022-03-07,19058,0
"Omicron (BA.2.76)",0,516,2022-03-14,19065,0
"Omicron (BA.2.76)",0,338,2022-03-21,19072,0
"Omicron (BA.2.76)",0,243,2022-03-28,19079,0
"Omicron (BA.2.76)",0,345,2022-04-04,19086,0
"Omicron (BA.2.76)",2,511,2022-04-11,19093,0.00391389432485323
"Omicron (BA.2.76)",6,560,2022-04-18,19100,0.0107142857142857
"Omicron (BA.2.76)",9,589,2022-04-25,19107,0.0152801358234295
"Omicron (BA.2.76)",16,817,2022-05-02,19114,0.0195838433292534
"Omicron (BA.2.76)",26,603,2022-05-09,19121,0.0431177446102819
"Omicron (BA.2.76)",29,600,2022-05-16,19128,0.0483333333333333
"Omicron (BA.2.76)",35,644,2022-05-23,19135,0.0543478260869565
"Omicron (BA.2.76)",82,1094,2022-05-30,19142,0.0749542961608775
"Omicron (BA.2.76)",193,1541,2022-06-06,19149,0.125243348475016
"Omicron (BA.2.76)",475,2181,2022-06-13,19156,0.217790004585053
"Omicron (BA.2.76)",469,1736,2022-06-20,19163,0.270161290322581
"Omicron (BA.2.76)",594,2689,2022-06-27,19170,0.220899962811454
"Omicron (BA.2.76)",448,2184,2022-07-04,19177,0.205128205128205
"Omicron (BA.2.76)",170,919,2022-07-11,19184,0.184983677910773
"Omicron (BA.2.76)",57,463,2022-07-18,19191,0.123110151187905
"Omicron (BA.2.76)",14,66,2022-07-25,19198,0.212121212121212
"Omicron (BA.4)",0,266,2020-06-01,18414,0
"Omicron (BA.4)",0,368,2020-06-08,18421,0
"Omicron (BA.4)",0,428,2020-06-15,18428,0
"Omicron (BA.4)",0,120,2020-06-22,18435,0
"Omicron (BA.4)",0,147,2020-06-29,18442,0
"Omicron (BA.4)",0,138,2020-07-06,18449,0
"Omicron (BA.4)",0,190,2020-07-13,18456,0
"Omicron (BA.4)",0,114,2020-07-20,18463,0
"Omicron (BA.4)",0,283,2020-07-27,18470,0
"Omicron (BA.4)",0,189,2020-08-03,18477,0
"Omicron (BA.4)",0,242,2020-08-10,18484,0
"Omicron (BA.4)",0,65,2020-08-17,18491,0
"Omicron (BA.4)",0,255,2020-08-24,18498,0
"Omicron (BA.4)",0,202,2020-08-31,18505,0
"Omicron (BA.4)",0,279,2020-09-07,18512,0
"Omicron (BA.4)",0,240,2020-09-14,18519,0
"Omicron (BA.4)",0,169,2020-09-21,18526,0
"Omicron (BA.4)",0,246,2020-09-28,18533,0
"Omicron (BA.4)",0,184,2020-10-05,18540,0
"Omicron (BA.4)",0,114,2020-10-12,18547,0
"Omicron (BA.4)",0,189,2020-10-19,18554,0
"Omicron (BA.4)",0,141,2020-10-26,18561,0
"Omicron (BA.4)",0,214,2020-11-02,18568,0
"Omicron (BA.4)",0,143,2020-11-09,18575,0
"Omicron (BA.4)",0,143,2020-11-16,18582,0
"Omicron (BA.4)",0,468,2020-11-23,18589,0
"Omicron (BA.4)",0,641,2020-11-30,18596,0
"Omicron (BA.4)",0,642,2020-12-07,18603,0
"Omicron (BA.4)",0,879,2020-12-14,18610,0
"Omicron (BA.4)",0,796,2020-12-21,18617,0
"Omicron (BA.4)",0,502,2020-12-28,18624,0
"Omicron (BA.4)",0,638,2021-01-04,18631,0
"Omicron (BA.4)",0,540,2021-01-11,18638,0
"Omicron (BA.4)",0,624,2021-01-18,18645,0
"Omicron (BA.4)",0,440,2021-01-25,18652,0
"Omicron (BA.4)",0,891,2021-02-01,18659,0
"Omicron (BA.4)",0,731,2021-02-08,18666,0
"Omicron (BA.4)",0,994,2021-02-15,18673,0
"Omicron (BA.4)",0,1088,2021-02-22,18680,0
"Omicron (BA.4)",0,1345,2021-03-01,18687,0
"Omicron (BA.4)",0,1780,2021-03-08,18694,0
"Omicron (BA.4)",0,1840,2021-03-15,18701,0
"Omicron (BA.4)",0,2129,2021-03-22,18708,0
"Omicron (BA.4)",0,2517,2021-03-29,18715,0
"Omicron (BA.4)",0,3699,2021-04-05,18722,0
"Omicron (BA.4)",0,3724,2021-04-12,18729,0
"Omicron (BA.4)",0,3345,2021-04-19,18736,0
"Omicron (BA.4)",0,4632,2021-04-26,18743,0
"Omicron (BA.4)",0,3250,2021-05-03,18750,0
"Omicron (BA.4)",0,3183,2021-05-10,18757,0
"Omicron (BA.4)",0,3268,2021-05-17,18764,0
"Omicron (BA.4)",0,2176,2021-05-24,18771,0
"Omicron (BA.4)",0,2390,2021-05-31,18778,0
"Omicron (BA.4)",0,1923,2021-06-07,18785,0
"Omicron (BA.4)",0,1981,2021-06-14,18792,0
"Omicron (BA.4)",0,1944,2021-06-21,18799,0
"Omicron (BA.4)",0,2024,2021-06-28,18806,0
"Omicron (BA.4)",0,2011,2021-07-05,18813,0
"Omicron (BA.4)",0,2028,2021-07-12,18820,0
"Omicron (BA.4)",0,1984,2021-07-19,18827,0
"Omicron (BA.4)",0,1477,2021-07-26,18834,0
"Omicron (BA.4)",0,2169,2021-08-02,18841,0
"Omicron (BA.4)",0,1594,2021-08-09,18848,0
"Omicron (BA.4)",0,1694,2021-08-16,18855,0
"Omicron (BA.4)",0,2665,2021-08-23,18862,0
"Omicron (BA.4)",0,2897,2021-08-30,18869,0
"Omicron (BA.4)",0,2567,2021-09-06,18876,0
"Omicron (BA.4)",0,2214,2021-09-13,18883,0
"Omicron (BA.4)",0,2005,2021-09-20,18890,0
"Omicron (BA.4)",0,2155,2021-09-27,18897,0
"Omicron (BA.4)",0,2622,2021-10-04,18904,0
"Omicron (BA.4)",0,2281,2021-10-11,18911,0
"Omicron (BA.4)",0,2052,2021-10-18,18918,0
"Omicron (BA.4)",0,2043,2021-10-25,18925,0
"Omicron (BA.4)",0,2203,2021-11-01,18932,0
"Omicron (BA.4)",0,1882,2021-11-08,18939,0
"Omicron (BA.4)",0,1709,2021-11-15,18946,0
"Omicron (BA.4)",0,2319,2021-11-22,18953,0
"Omicron (BA.4)",0,2668,2021-11-29,18960,0
"Omicron (BA.4)",0,2588,2021-12-06,18967,0
"Omicron (BA.4)",0,2596,2021-12-13,18974,0
"Omicron (BA.4)",0,5353,2021-12-20,18981,0
"Omicron (BA.4)",0,8949,2021-12-27,18988,0
"Omicron (BA.4)",0,7904,2022-01-03,18995,0
"Omicron (BA.4)",0,5530,2022-01-10,19002,0
"Omicron (BA.4)",0,7416,2022-01-17,19009,0
"Omicron (BA.4)",0,3611,2022-01-24,19016,0
"Omicron (BA.4)",0,7343,2022-01-31,19023,0
"Omicron (BA.4)",0,5359,2022-02-07,19030,0
"Omicron (BA.4)",0,3478,2022-02-14,19037,0
"Omicron (BA.4)",0,1970,2022-02-21,19044,0
"Omicron (BA.4)",0,1300,2022-02-28,19051,0
"Omicron (BA.4)",0,691,2022-03-07,19058,0
"Omicron (BA.4)",0,516,2022-03-14,19065,0
"Omicron (BA.4)",0,338,2022-03-21,19072,0
"Omicron (BA.4)",0,243,2022-03-28,19079,0
"Omicron (BA.4)",0,345,2022-04-04,19086,0
"Omicron (BA.4)",0,511,2022-04-11,19093,0
"Omicron (BA.4)",0,560,2022-04-18,19100,0
"Omicron (BA.4)",1,589,2022-04-25,19107,0.00169779286926995
"Omicron (BA.4)",3,817,2022-05-02,19114,0.00367197062423501
"Omicron (BA.4)",6,603,2022-05-09,19121,0.00995024875621891
"Omicron (BA.4)",9,600,2022-05-16,19128,0.015
"Omicron (BA.4)",8,644,2022-05-23,19135,0.0124223602484472
"Omicron (BA.4)",11,1094,2022-05-30,19142,0.010054844606947
"Omicron (BA.4)",19,1541,2022-06-06,19149,0.0123296560674886
"Omicron (BA.4)",28,2181,2022-06-13,19156,0.0128381476386978
"Omicron (BA.4)",18,1736,2022-06-20,19163,0.01036866359447
"Omicron (BA.4)",13,2689,2022-06-27,19170,0.00483451097062105
"Omicron (BA.4)",7,2184,2022-07-04,19177,0.00320512820512821
"Omicron (BA.4)",7,919,2022-07-11,19184,0.00761697497279652
"Omicron (BA.4)",3,463,2022-07-18,19191,0.00647948164146868
"Omicron (BA.4)",0,66,2022-07-25,19198,0
"Omicron (BA.4.6)",0,266,2020-06-01,18414,0
"Omicron (BA.4.6)",0,368,2020-06-08,18421,0
"Omicron (BA.4.6)",0,428,2020-06-15,18428,0
"Omicron (BA.4.6)",0,120,2020-06-22,18435,0
"Omicron (BA.4.6)",0,147,2020-06-29,18442,0
"Omicron (BA.4.6)",0,138,2020-07-06,18449,0
"Omicron (BA.4.6)",0,190,2020-07-13,18456,0
"Omicron (BA.4.6)",0,114,2020-07-20,18463,0
"Omicron (BA.4.6)",0,283,2020-07-27,18470,0
"Omicron (BA.4.6)",0,189,2020-08-03,18477,0
"Omicron (BA.4.6)",0,242,2020-08-10,18484,0
"Omicron (BA.4.6)",0,65,2020-08-17,18491,0
"Omicron (BA.4.6)",0,255,2020-08-24,18498,0
"Omicron (BA.4.6)",0,202,2020-08-31,18505,0
"Omicron (BA.4.6)",0,279,2020-09-07,18512,0
"Omicron (BA.4.6)",0,240,2020-09-14,18519,0
"Omicron (BA.4.6)",0,169,2020-09-21,18526,0
"Omicron (BA.4.6)",0,246,2020-09-28,18533,0
"Omicron (BA.4.6)",0,184,2020-10-05,18540,0
"Omicron (BA.4.6)",0,114,2020-10-12,18547,0
"Omicron (BA.4.6)",0,189,2020-10-19,18554,0
"Omicron (BA.4.6)",0,141,2020-10-26,18561,0
"Omicron (BA.4.6)",0,214,2020-11-02,18568,0
"Omicron (BA.4.6)",0,143,2020-11-09,18575,0
"Omicron (BA.4.6)",0,143,2020-11-16,18582,0
"Omicron (BA.4.6)",0,468,2020-11-23,18589,0
"Omicron (BA.4.6)",0,641,2020-11-30,18596,0
"Omicron (BA.4.6)",0,642,2020-12-07,18603,0
"Omicron (BA.4.6)",0,879,2020-12-14,18610,0
"Omicron (BA.4.6)",0,796,2020-12-21,18617,0
"Omicron (BA.4.6)",0,502,2020-12-28,18624,0
"Omicron (BA.4.6)",0,638,2021-01-04,18631,0
"Omicron (BA.4.6)",0,540,2021-01-11,18638,0
"Omicron (BA.4.6)",0,624,2021-01-18,18645,0
"Omicron (BA.4.6)",0,440,2021-01-25,18652,0
"Omicron (BA.4.6)",0,891,2021-02-01,18659,0
"Omicron (BA.4.6)",0,731,2021-02-08,18666,0
"Omicron (BA.4.6)",0,994,2021-02-15,18673,0
"Omicron (BA.4.6)",0,1088,2021-02-22,18680,0
"Omicron (BA.4.6)",0,1345,2021-03-01,18687,0
"Omicron (BA.4.6)",0,1780,2021-03-08,18694,0
"Omicron (BA.4.6)",0,1840,2021-03-15,18701,0
"Omicron (BA.4.6)",0,2129,2021-03-22,18708,0
"Omicron (BA.4.6)",0,2517,2021-03-29,18715,0
"Omicron (BA.4.6)",0,3699,2021-04-05,18722,0
"Omicron (BA.4.6)",0,3724,2021-04-12,18729,0
"Omicron (BA.4.6)",0,3345,2021-04-19,18736,0
"Omicron (BA.4.6)",0,4632,2021-04-26,18743,0
"Omicron (BA.4.6)",0,3250,2021-05-03,18750,0
"Omicron (BA.4.6)",0,3183,2021-05-10,18757,0
"Omicron (BA.4.6)",0,3268,2021-05-17,18764,0
"Omicron (BA.4.6)",0,2176,2021-05-24,18771,0
"Omicron (BA.4.6)",0,2390,2021-05-31,18778,0
"Omicron (BA.4.6)",0,1923,2021-06-07,18785,0
"Omicron (BA.4.6)",0,1981,2021-06-14,18792,0
"Omicron (BA.4.6)",0,1944,2021-06-21,18799,0
"Omicron (BA.4.6)",0,2024,2021-06-28,18806,0
"Omicron (BA.4.6)",0,2011,2021-07-05,18813,0
"Omicron (BA.4.6)",0,2028,2021-07-12,18820,0
"Omicron (BA.4.6)",0,1984,2021-07-19,18827,0
"Omicron (BA.4.6)",0,1477,2021-07-26,18834,0
"Omicron (BA.4.6)",0,2169,2021-08-02,18841,0
"Omicron (BA.4.6)",0,1594,2021-08-09,18848,0
"Omicron (BA.4.6)",0,1694,2021-08-16,18855,0
"Omicron (BA.4.6)",0,2665,2021-08-23,18862,0
"Omicron (BA.4.6)",0,2897,2021-08-30,18869,0
"Omicron (BA.4.6)",0,2567,2021-09-06,18876,0
"Omicron (BA.4.6)",0,2214,2021-09-13,18883,0
"Omicron (BA.4.6)",0,2005,2021-09-20,18890,0
"Omicron (BA.4.6)",0,2155,2021-09-27,18897,0
"Omicron (BA.4.6)",0,2622,2021-10-04,18904,0
"Omicron (BA.4.6)",0,2281,2021-10-11,18911,0
"Omicron (BA.4.6)",0,2052,2021-10-18,18918,0
"Omicron (BA.4.6)",0,2043,2021-10-25,18925,0
"Omicron (BA.4.6)",0,2203,2021-11-01,18932,0
"Omicron (BA.4.6)",0,1882,2021-11-08,18939,0
"Omicron (BA.4.6)",0,1709,2021-11-15,18946,0
"Omicron (BA.4.6)",0,2319,2021-11-22,18953,0
"Omicron (BA.4.6)",0,2668,2021-11-29,18960,0
"Omicron (BA.4.6)",0,2588,2021-12-06,18967,0
"Omicron (BA.4.6)",0,2596,2021-12-13,18974,0
"Omicron (BA.4.6)",0,5353,2021-12-20,18981,0
"Omicron (BA.4.6)",0,8949,2021-12-27,18988,0
"Omicron (BA.4.6)",0,7904,2022-01-03,18995,0
"Omicron (BA.4.6)",0,5530,2022-01-10,19002,0
"Omicron (BA.4.6)",0,7416,2022-01-17,19009,0
"Omicron (BA.4.6)",0,3611,2022-01-24,19016,0
"Omicron (BA.4.6)",0,7343,2022-01-31,19023,0
"Omicron (BA.4.6)",0,5359,2022-02-07,19030,0
"Omicron (BA.4.6)",0,3478,2022-02-14,19037,0
"Omicron (BA.4.6)",0,1970,2022-02-21,19044,0
"Omicron (BA.4.6)",0,1300,2022-02-28,19051,0
"Omicron (BA.4.6)",0,691,2022-03-07,19058,0
"Omicron (BA.4.6)",0,516,2022-03-14,19065,0
"Omicron (BA.4.6)",0,338,2022-03-21,19072,0
"Omicron (BA.4.6)",0,243,2022-03-28,19079,0
"Omicron (BA.4.6)",0,345,2022-04-04,19086,0
"Omicron (BA.4.6)",0,511,2022-04-11,19093,0
"Omicron (BA.4.6)",0,560,2022-04-18,19100,0
"Omicron (BA.4.6)",0,589,2022-04-25,19107,0
"Omicron (BA.4.6)",0,817,2022-05-02,19114,0
"Omicron (BA.4.6)",0,603,2022-05-09,19121,0
"Omicron (BA.4.6)",0,600,2022-05-16,19128,0
"Omicron (BA.4.6)",0,644,2022-05-23,19135,0
"Omicron (BA.4.6)",0,1094,2022-05-30,19142,0
"Omicron (BA.4.6)",0,1541,2022-06-06,19149,0
"Omicron (BA.4.6)",0,2181,2022-06-13,19156,0
"Omicron (BA.4.6)",0,1736,2022-06-20,19163,0
"Omicron (BA.4.6)",1,2689,2022-06-27,19170,0.000371885459278542
"Omicron (BA.4.6)",0,2184,2022-07-04,19177,0
"Omicron (BA.4.6)",0,919,2022-07-11,19184,0
"Omicron (BA.4.6)",0,463,2022-07-18,19191,0
"Omicron (BA.4.6)",1,66,2022-07-25,19198,0.0151515151515152
"Omicron (BA.5)",0,266,2020-06-01,18414,0
"Omicron (BA.5)",0,368,2020-06-08,18421,0
"Omicron (BA.5)",0,428,2020-06-15,18428,0
"Omicron (BA.5)",0,120,2020-06-22,18435,0
"Omicron (BA.5)",0,147,2020-06-29,18442,0
"Omicron (BA.5)",0,138,2020-07-06,18449,0
"Omicron (BA.5)",0,190,2020-07-13,18456,0
"Omicron (BA.5)",0,114,2020-07-20,18463,0
"Omicron (BA.5)",0,283,2020-07-27,18470,0
"Omicron (BA.5)",0,189,2020-08-03,18477,0
"Omicron (BA.5)",0,242,2020-08-10,18484,0
"Omicron (BA.5)",0,65,2020-08-17,18491,0
"Omicron (BA.5)",0,255,2020-08-24,18498,0
"Omicron (BA.5)",0,202,2020-08-31,18505,0
"Omicron (BA.5)",0,279,2020-09-07,18512,0
"Omicron (BA.5)",0,240,2020-09-14,18519,0
"Omicron (BA.5)",0,169,2020-09-21,18526,0
"Omicron (BA.5)",0,246,2020-09-28,18533,0
"Omicron (BA.5)",0,184,2020-10-05,18540,0
"Omicron (BA.5)",0,114,2020-10-12,18547,0
"Omicron (BA.5)",0,189,2020-10-19,18554,0
"Omicron (BA.5)",0,141,2020-10-26,18561,0
"Omicron (BA.5)",0,214,2020-11-02,18568,0
"Omicron (BA.5)",0,143,2020-11-09,18575,0
"Omicron (BA.5)",0,143,2020-11-16,18582,0
"Omicron (BA.5)",0,468,2020-11-23,18589,0
"Omicron (BA.5)",0,641,2020-11-30,18596,0
"Omicron (BA.5)",0,642,2020-12-07,18603,0
"Omicron (BA.5)",0,879,2020-12-14,18610,0
"Omicron (BA.5)",0,796,2020-12-21,18617,0
"Omicron (BA.5)",0,502,2020-12-28,18624,0
"Omicron (BA.5)",0,638,2021-01-04,18631,0
"Omicron (BA.5)",0,540,2021-01-11,18638,0
"Omicron (BA.5)",0,624,2021-01-18,18645,0
"Omicron (BA.5)",0,440,2021-01-25,18652,0
"Omicron (BA.5)",0,891,2021-02-01,18659,0
"Omicron (BA.5)",0,731,2021-02-08,18666,0
"Omicron (BA.5)",0,994,2021-02-15,18673,0
"Omicron (BA.5)",0,1088,2021-02-22,18680,0
"Omicron (BA.5)",0,1345,2021-03-01,18687,0
"Omicron (BA.5)",0,1780,2021-03-08,18694,0
"Omicron (BA.5)",0,1840,2021-03-15,18701,0
"Omicron (BA.5)",0,2129,2021-03-22,18708,0
"Omicron (BA.5)",0,2517,2021-03-29,18715,0
"Omicron (BA.5)",0,3699,2021-04-05,18722,0
"Omicron (BA.5)",0,3724,2021-04-12,18729,0
"Omicron (BA.5)",0,3345,2021-04-19,18736,0
"Omicron (BA.5)",0,4632,2021-04-26,18743,0
"Omicron (BA.5)",0,3250,2021-05-03,18750,0
"Omicron (BA.5)",0,3183,2021-05-10,18757,0
"Omicron (BA.5)",0,3268,2021-05-17,18764,0
"Omicron (BA.5)",0,2176,2021-05-24,18771,0
"Omicron (BA.5)",0,2390,2021-05-31,18778,0
"Omicron (BA.5)",0,1923,2021-06-07,18785,0
"Omicron (BA.5)",0,1981,2021-06-14,18792,0
"Omicron (BA.5)",0,1944,2021-06-21,18799,0
"Omicron (BA.5)",0,2024,2021-06-28,18806,0
"Omicron (BA.5)",0,2011,2021-07-05,18813,0
"Omicron (BA.5)",0,2028,2021-07-12,18820,0
"Omicron (BA.5)",0,1984,2021-07-19,18827,0
"Omicron (BA.5)",0,1477,2021-07-26,18834,0
"Omicron (BA.5)",0,2169,2021-08-02,18841,0
"Omicron (BA.5)",0,1594,2021-08-09,18848,0
"Omicron (BA.5)",0,1694,2021-08-16,18855,0
"Omicron (BA.5)",0,2665,2021-08-23,18862,0
"Omicron (BA.5)",0,2897,2021-08-30,18869,0
"Omicron (BA.5)",0,2567,2021-09-06,18876,0
"Omicron (BA.5)",0,2214,2021-09-13,18883,0
"Omicron (BA.5)",0,2005,2021-09-20,18890,0
"Omicron (BA.5)",0,2155,2021-09-27,18897,0
"Omicron (BA.5)",0,2622,2021-10-04,18904,0
"Omicron (BA.5)",0,2281,2021-10-11,18911,0
"Omicron (BA.5)",0,2052,2021-10-18,18918,0
"Omicron (BA.5)",0,2043,2021-10-25,18925,0
"Omicron (BA.5)",0,2203,2021-11-01,18932,0
"Omicron (BA.5)",0,1882,2021-11-08,18939,0
"Omicron (BA.5)",0,1709,2021-11-15,18946,0
"Omicron (BA.5)",0,2319,2021-11-22,18953,0
"Omicron (BA.5)",0,2668,2021-11-29,18960,0
"Omicron (BA.5)",0,2588,2021-12-06,18967,0
"Omicron (BA.5)",0,2596,2021-12-13,18974,0
"Omicron (BA.5)",0,5353,2021-12-20,18981,0
"Omicron (BA.5)",0,8949,2021-12-27,18988,0
"Omicron (BA.5)",0,7904,2022-01-03,18995,0
"Omicron (BA.5)",0,5530,2022-01-10,19002,0
"Omicron (BA.5)",0,7416,2022-01-17,19009,0
"Omicron (BA.5)",0,3611,2022-01-24,19016,0
"Omicron (BA.5)",0,7343,2022-01-31,19023,0
"Omicron (BA.5)",0,5359,2022-02-07,19030,0
"Omicron (BA.5)",1,3478,2022-02-14,19037,0.000287521564117309
"Omicron (BA.5)",0,1970,2022-02-21,19044,0
"Omicron (BA.5)",0,1300,2022-02-28,19051,0
"Omicron (BA.5)",0,691,2022-03-07,19058,0
"Omicron (BA.5)",0,516,2022-03-14,19065,0
"Omicron (BA.5)",0,338,2022-03-21,19072,0
"Omicron (BA.5)",0,243,2022-03-28,19079,0
"Omicron (BA.5)",0,345,2022-04-04,19086,0
"Omicron (BA.5)",0,511,2022-04-11,19093,0
"Omicron (BA.5)",0,560,2022-04-18,19100,0
"Omicron (BA.5)",0,589,2022-04-25,19107,0
"Omicron (BA.5)",1,817,2022-05-02,19114,0.00122399020807834
"Omicron (BA.5)",1,603,2022-05-09,19121,0.00165837479270315
"Omicron (BA.5)",1,600,2022-05-16,19128,0.00166666666666667
"Omicron (BA.5)",12,644,2022-05-23,19135,0.0186335403726708
"Omicron (BA.5)",12,1094,2022-05-30,19142,0.0109689213893967
"Omicron (BA.5)",26,1541,2022-06-06,19149,0.0168721609344581
"Omicron (BA.5)",23,2181,2022-06-13,19156,0.0105456212746447
"Omicron (BA.5)",31,1736,2022-06-20,19163,0.0178571428571429
"Omicron (BA.5)",72,2689,2022-06-27,19170,0.026775753068055
"Omicron (BA.5)",54,2184,2022-07-04,19177,0.0247252747252747
"Omicron (BA.5)",19,919,2022-07-11,19184,0.0206746463547334
"Omicron (BA.5)",8,463,2022-07-18,19191,0.0172786177105832
"Omicron (BA.5)",0,66,2022-07-25,19198,0
"Omicron (BA.5.2)",0,266,2020-06-01,18414,0
"Omicron (BA.5.2)",0,368,2020-06-08,18421,0
"Omicron (BA.5.2)",0,428,2020-06-15,18428,0
"Omicron (BA.5.2)",0,120,2020-06-22,18435,0
"Omicron (BA.5.2)",0,147,2020-06-29,18442,0
"Omicron (BA.5.2)",0,138,2020-07-06,18449,0
"Omicron (BA.5.2)",0,190,2020-07-13,18456,0
"Omicron (BA.5.2)",0,114,2020-07-20,18463,0
"Omicron (BA.5.2)",0,283,2020-07-27,18470,0
"Omicron (BA.5.2)",0,189,2020-08-03,18477,0
"Omicron (BA.5.2)",0,242,2020-08-10,18484,0
"Omicron (BA.5.2)",0,65,2020-08-17,18491,0
"Omicron (BA.5.2)",0,255,2020-08-24,18498,0
"Omicron (BA.5.2)",0,202,2020-08-31,18505,0
"Omicron (BA.5.2)",0,279,2020-09-07,18512,0
"Omicron (BA.5.2)",0,240,2020-09-14,18519,0
"Omicron (BA.5.2)",0,169,2020-09-21,18526,0
"Omicron (BA.5.2)",0,246,2020-09-28,18533,0
"Omicron (BA.5.2)",0,184,2020-10-05,18540,0
"Omicron (BA.5.2)",0,114,2020-10-12,18547,0
"Omicron (BA.5.2)",0,189,2020-10-19,18554,0
"Omicron (BA.5.2)",0,141,2020-10-26,18561,0
"Omicron (BA.5.2)",0,214,2020-11-02,18568,0
"Omicron (BA.5.2)",0,143,2020-11-09,18575,0
"Omicron (BA.5.2)",0,143,2020-11-16,18582,0
"Omicron (BA.5.2)",0,468,2020-11-23,18589,0
"Omicron (BA.5.2)",0,641,2020-11-30,18596,0
"Omicron (BA.5.2)",0,642,2020-12-07,18603,0
"Omicron (BA.5.2)",0,879,2020-12-14,18610,0
"Omicron (BA.5.2)",0,796,2020-12-21,18617,0
"Omicron (BA.5.2)",0,502,2020-12-28,18624,0
"Omicron (BA.5.2)",0,638,2021-01-04,18631,0
"Omicron (BA.5.2)",0,540,2021-01-11,18638,0
"Omicron (BA.5.2)",0,624,2021-01-18,18645,0
"Omicron (BA.5.2)",0,440,2021-01-25,18652,0
"Omicron (BA.5.2)",0,891,2021-02-01,18659,0
"Omicron (BA.5.2)",0,731,2021-02-08,18666,0
"Omicron (BA.5.2)",0,994,2021-02-15,18673,0
"Omicron (BA.5.2)",0,1088,2021-02-22,18680,0
"Omicron (BA.5.2)",0,1345,2021-03-01,18687,0
"Omicron (BA.5.2)",0,1780,2021-03-08,18694,0
"Omicron (BA.5.2)",0,1840,2021-03-15,18701,0
"Omicron (BA.5.2)",0,2129,2021-03-22,18708,0
"Omicron (BA.5.2)",0,2517,2021-03-29,18715,0
"Omicron (BA.5.2)",0,3699,2021-04-05,18722,0
"Omicron (BA.5.2)",0,3724,2021-04-12,18729,0
"Omicron (BA.5.2)",0,3345,2021-04-19,18736,0
"Omicron (BA.5.2)",0,4632,2021-04-26,18743,0
"Omicron (BA.5.2)",0,3250,2021-05-03,18750,0
"Omicron (BA.5.2)",0,3183,2021-05-10,18757,0
"Omicron (BA.5.2)",0,3268,2021-05-17,18764,0
"Omicron (BA.5.2)",0,2176,2021-05-24,18771,0
"Omicron (BA.5.2)",0,2390,2021-05-31,18778,0
"Omicron (BA.5.2)",0,1923,2021-06-07,18785,0
"Omicron (BA.5.2)",0,1981,2021-06-14,18792,0
"Omicron (BA.5.2)",0,1944,2021-06-21,18799,0
"Omicron (BA.5.2)",0,2024,2021-06-28,18806,0
"Omicron (BA.5.2)",0,2011,2021-07-05,18813,0
"Omicron (BA.5.2)",0,2028,2021-07-12,18820,0
"Omicron (BA.5.2)",0,1984,2021-07-19,18827,0
